"id","nombre","precio_min","precio_max"
23131,"Polvo para Hornear Yuspe 50 Gr","649.00","649.00"
23132,"Sal Gruesa en Paquete Dos Anclas 1 Kg","1872.00","1950.00"
23133,"Barrita de Careal Yogurt Vainilla Mix Arcor 28 Gr","940.00","970.00"
23134,"Gomitas Tutti Frutti Flynn Paff 30 Gr","670.00","900.00"
23135,"Te en Saquitos Mezcla Hierbas Digestivas Taragui 10 Un","679.00","709.00"
23136,"Pimienta Negra en Grano La Parmesana 25 Gr","1545.00","1545.00"
23137,"Mermelada de Durazno Carrefour 454 Gr","1990.00","1990.00"
23138,"Morron Deshidratado Knorr 75 Gr","3014.00","3139.00"
23139,"Jengibre 120 Gr","3190.00","3190.00"
23140,"Aceite de Girasol Pureza 900 Ml","1948.81","2030.01"
23141,"Grisines Blancos Carrefour 400 Gr","3690.00","3690.00"
23142,"Barras de Cereales con Avena y Miel Carrefour 6 Un","2950.00","2950.00"
23143,"Caldo de Verdura Cubos Maggi 12 Un","1411.00","1469.00"
23144,"Azucar Impalpable Reina Mora 200 Gr","1151.00","1199.00"
23145,"Salsa Honey Mustard Fuerte Mostaza y Miel Aleluya 200 Gr","2395.01","2494.80"
23146,"Alfajor Negro Bagley B&N 73.5 Gr","1625.00","1675.00"
23147,"Cafe Descafeinado en Capsulas Carrefour Selection 20 Un","10990.00","10990.00"
23148,"Galletas Marineras con Semillas 180 Gr","1890.00","1890.00"
23149,"Tostadas sin TACC con Semillas Carrefour 130 Gr","6290.00","6290.00"
23150,"Gotitas de Amor Billiken 35 Gr","620.00","620.00"
23151,"Arroz Pulido Grano Mediano Carnaroli Dos Hermanos 500 Gr","4280.79","4459.16"
23152,"Chocolate Burbujas Almendra Milka Leger 45 Gr","2375.00","2400.00"
23153,"Oregano en Hojas Reina Mora 25 Gr","469.44","489.00"
23154,"Especias para Tuco 50 Gr","1040.00","1040.00"
23155,"Fideos Multicereal Fusilli Kale Wakas 250 Gr","2241.00","2479.00"
23156,"Fideos Fusiles al Huevo 500 Gr","2080.00","2080.00"
23157,"Chupetin Push Pop 15 Gr","170.00","175.00"
23158,"Tostaditas de Arroz Sabor Cuatro Quesos Quento 95 Gr","1319.00","1319.00"
23159,"Mate Cocido en Saquitos sin TACC Carrefour 100 Un","3050.00","3050.00"
23160,"Sopa Instantanea 3 Vegetales Carrefour Classic 5 Un","1790.00","1790.00"
23161,"Galletitas Dulces con Chips Turimar 400 Gr","1975.00","1975.00"
23162,"Aceitunas Verdes Rellenas con Morron en Salmuera Nucete 300 Gr","438.00","456.00"
23163,"Salsa de Soja sin Sal Darama 220 Cc","4450.00","4450.00"
23164,"Chocolate con Almendras Milka Leger 45 Gr","310.00","315.00"
23165,"Fideos Fusilli Lucchetti 500 Gr","1152.00","1200.00"
23166,"Yerba Mate Saborizada con Naranja Verdeflor 500 Gr","1450.00","1450.00"
23167,"Fideos Secos Rigatti Rina Matarazzo 500 Gr","1999.00","1999.00"
23168,"Caramelos Dulce de Leche Butter Toffees 950 Gr","9599.00","9999.00"
23169,"Canela Yuspe 25 Gr","730.00","730.00"
23170,"Chicles Sabor Cereza Violet Cherry 14 Gr","1010.00","1030.00"
23171,"Chocolates Rellenos Confitados Cofler 55 Gr","2150.00","2230.00"
23172,"Mini Grisines Clasicos Bammi 250 Gr","3385.00","3385.00"
23173,"Nuez sin Cascara Blancanuez 100 Gr","1990.00","1990.00"
23174,"Aceite Mezcla Girasol y Oliva Cocinero 1.5 Lt","6359.00","6359.00"
23175,"Caramelos Gajitos Acidos Lipo 150 Gr","1490.00","1490.00"
23176,"Galletitas con Avellanas + Pasas Carrefour Mcereal 100 Gr","839.00","839.00"
23650,"Porotos Colorados 500 Gr","2500.00","2500.00"
23177,"Budin Europeo Chocolate Etiqueta Negra 300 Gr","4790.00","4790.00"
23178,"Mayonesa Familiar Doypack Hellmann's 750 Gr","2392.00","2492.00"
23179,"Chocolate con Leche Relleno con Chocolate Blanco Cofler Air 55 Gr","3010.00","3105.00"
23180,"Fideos de Semola de Grano Duro Paese Dei Sapori 500 Gr","6528.00","6800.00"
23181,"Gelatina Durazno Light Exquisita 25 Gr","899.00","936.00"
23182,"Caramelos Magic Mentos 29.7 Gr","1230.00","1240.00"
23183,"Barra de Avena y Banana Integra 40 Gr","1155.00","1155.00"
23184,"Te Verde en Saquitos Mandarina Cachamai 40 Gr","1477.15","1609.00"
23185,"Chocolate con Leche Leger Milka 45 Gr","310.00","315.00"
23186,"Dulce de Leche Mentitas La Casa 26 Gr","441.00","459.00"
23187,"Polvo para Preparar Flan Vainilla Noel 30 Gr","623.00","649.00"
23188,"Arroz Largo Fino Crucero 1 Kg","2300.00","2300.00"
23189,"Oblea de Arroz Rellena de Mani Chorqui Lulemuu 20 Gr","450.00","450.00"
23190,"Fideos Mostachol N°51 Rayado Matarazzo 500 Gr","1344.00","1400.00"
23191,"Aceto Espeso Ahumado Reduccion Favinco 250 Ml","3311.40","3449.37"
23192,"Tableta de Chocolate con Mani Felfort 30 Gr","2020.00","2020.00"
23193,"Cafe en Capsulas Cappuccino Carrefour 16 Un","11990.00","11990.00"
23194,"Sal Condimentada con Hierbas Finas Genser 250 Gr","5661.00","5896.00"
23195,"Papas Fritas Clasicas Tubo Carrefour 140 Gr","2750.00","2750.00"
23196,"Pastillas Halls Strong Liptus 25.2 Gr","585.00","605.00"
23197,"Mani Pelado y Salado 150 Gr","1549.00","1549.00"
23198,"Galletitas Pepas Alemanas Trio 300 Gr","1439.00","1749.00"
23199,"Napolitana 270 Gr","2799.00","2799.00"
23200,"Te en Saquitos Invernal Saint Gottard 20 Un","2095.00","2515.00"
23201,"Te Verde Ensobrado Taragui 20 Un","1319.00","1323.00"
23202,"Baño Reposteria Celeste Chocolate Aguila 150 Gr","2399.00","2499.00"
23203,"Pate al Champignon Bocatti 90 Gr","1457.00","1518.00"
23204,"Mix Power 40 Gr","790.00","790.00"
23205,"Lentejas Mister Food 400 Gr","1395.00","1395.00"
23206,"Tomate Perita Entero Molto 400 Gr","1182.31","1231.57"
23207,"Alfajor Mini Bon O Bon 6 Un 117 Gr","1929.00","2022.99"
23208,"Caramelos de Cafe Butter Toffees 822 Gr","9599.00","9999.00"
23209,"Coco Rallado Yuspe 25 Gr","865.00","865.00"
23210,"Infusion Citrus y Jengibre y Miel Saint Gott Estuche 72 Gr 20 Un","4305.00","5169.00"
23211,"Te en Saquitos Tilo Silvestre Taragui 25 Un","1982.36","2064.96"
23212,"Gomitas Frutales Conitos Mogul 500 Gr","5299.00","6298.99"
23213,"Pure de Tomate Marolio 520 Gr","868.80","905.00"
23214,"Fideos Spaghetti Bonalma 500 Gr","2879.04","2999.00"
23215,"Cookies Vainilla 1 Un","2490.00","2490.00"
23216,"Fideos Penne Rigate Bonalma 500 Gr","2879.04","2999.00"
23217,"Caramelos Masticables Frutilla Mentos 29.7 Gr","1230.00","1240.00"
23218,"Nachos Originales Macritas 110 Gr","1900.00","1900.00"
23219,"Oregano 50 Gr","1040.00","1040.00"
23220,"Tapas para Tortas Fritas Mendia 330 Gr","959.00","999.00"
23221,"Chocolate con Mani Block Cofler 256 Gr","7949.00","7949.00"
23222,"Cafe Cortado Sobres La Virginia 10 Un","4750.00","4880.00"
23223,"Aceitunuas Verde Ahumadadas Doypack Castell 170 Gr","579.96","602.64"
23224,"Tableta de Choco Relleno con Oreo Milka 105.6 Gr","2229.00","2629.00"
23225,"Coquet Cubanito Bañado 4 Kg","494.00","494.00"
23226,"Chocolatin con Leche Georgalos 8 Gr","230.00","230.00"
23227,"Galletas de Arroz Clasica Molinos Del Bosque Carilo 150 Gr","1670.00","1739.00"
23228,"Aceitunas Verdes sin Carozo La Toscana 300 Gr","2318.40","2415.00"
23229,"Te en Saquitos Rojo La Virginia 20 Un","1554.00","1759.00"
23230,"Yerba Mate Molida Papel Comun Ivoty Caa 1 Kg","1986.19","2068.95"
23231,"Mix Supremo Pote Finca Blanca 150 Gr","3700.00","3700.00"
23232,"Ravioles 4 Quesos La Salteña 900 Gr","4575.00","4575.00"
23233,"Suplemento Dietario Sabor Vainilla Pediasure 220 Ml","7858.00","7858.00"
23234,"Yerba Mate con Palo Hierbas Serranas Amanda 500 Gr","1745.00","1745.00"
23235,"Galletitas Masitas Dulces Vainilla Breviss 250 Gr","903.00","940.00"
23236,"Pimienta Blanca Molida Reina Mora 25 Gr","866.33","902.43"
23237,"Galletitas Rellenas Sabor Frutillas Amor 108 Gr","729.00","759.00"
23238,"Te en Saquitos Seleccion Frutal Saint Gottard 20 Un","4990.00","5985.00"
23239,"Barra Frutos Secos Natural Break 33 Gr","662.00","759.00"
23240,"Cafe Instantaneo Suave 80 Aniversario Doypack La Planta de Cafe 110 Gr","2525.00","2630.00"
23241,"Miel Organica Carrefour 300 Gr","4890.00","4890.00"
23242,"Chocolate Blanco con Galletitas Oreo Milka 55 Gr","2150.00","2150.00"
23243,"Tableta de Chocolate con Mani Biznikke 30 Gr","960.00","960.00"
23244,"Leche en Polvo Descremada Check 400 Gr","4031.00","4199.00"
23245,"Tomate Perita Pelado Lata Salsati 400 Gr","729.00","759.00"
23246,"Polvo para Preparar Bizcochuelo con Semillas Mama Cocina 540 Gr","2399.00","2499.00"
23247,"Mix Power 500 Gr","9000.00","9000.00"
23248,"Galletitas Bañadas en Chocolate Snacky Terrabusi 60 Gr","1622.00","1808.00"
23249,"Tomate Pelado Peritas Enteros Lata Marolio 400 Gr","1219.00","1269.00"
23250,"Cafe Instantaneo Caramel Doypack Dolca 125 Gr","1790.00","2600.00"
23251,"Malvaviscos Stick Fresa Buffys 12 Gr","325.00","325.00"
23252,"Aceite de Girasol Natura 500 Ml","287.07","287.07"
23253,"Salsa Ranch con Semillas Dos Anclas 340 Gr","4000.00","4014.00"
23254,"Azucar Negra Chango 250 Gr","1487.04","1549.00"
23255,"Te en Saquitos Boldo Hierbas Silvestres Taragui 10 Un","649.04","676.08"
23256,"Ajo en Polvo La Parmesana 25 Gr","300.00","313.00"
23257,"Mix de Frutos Secos Clasico Frasco Beepure 300 Gr","5100.00","5100.00"
23258,"Mostaza Doypack Natura 500 Gr","1329.00","1510.00"
23259,"Suplemento Nutricional Advance Vainilla Ensure 850 Gr","84386.50","84386.50"
23260,"Chocolate sin Azucar Blanco 30 Gr","1905.00","1905.00"
23261,"Galletitas Chocolate Blanco Bolsa Donuts 52 Gr","1260.00","1550.00"
23262,"Te en Saquitos Arandano y Frambuesa Saint Gottard 40 Gr","4305.00","5169.00"
23263,"Fideos Linguine Delverde 500 Gr","4896.00","5689.00"
23264,"Cafe en Capsulas Cappuccino Dulce de Leche La Virginia 8 Un","12039.00","12959.00"
23265,"Garrapiñada de Mani Conosur 500 Gr","5300.00","5300.00"
23266,"Galletitas Merengue Mini Pitusas 120 Gr","1059.00","1159.00"
23267,"Chocolate Chocolatoso Sapito 24 Un 10 Gr","748.44","748.44"
23268,"Pimienta Negra en Grano La Campagnola 23 Gr","710.00","739.00"
23269,"Mayonesa Light Cada Dia 500 Ml","1299.00","1349.00"
23653,"Tallarines 350 Gr","1560.00","1560.00"
23270,"Galletas Avena y Granola Molino Natural 236 Gr","1181.00","1409.00"
23271,"Polvo Bizcochuelo Chocolate Exquisita 540 gr","2496.00","2600.00"
23272,"Cereales Anillitos Frutales Smams 150 Gr","2539.00","2539.00"
23273,"Harina de Trigo Granos Ancestrales Chacabuco 750 Gr","1813.44","1889.00"
23274,"Galletas Salvado 180 Gr","1890.00","1890.00"
23275,"Oblea de Arroz Bañada en Chocolate Choconuss 20 Gr","3556.80","3705.00"
23276,"Leche en Polvo Entera Instantanea Vitamina A y D Paquete Purisima 400 Gr","4485.00","4672.00"
23277,"Almohaditas con Relleno Frutiila 180 Gr","1800.00","1800.00"
23278,"Chupetin Pico Dulce 1 Un","270.00","270.00"
23279,"Te Amarillo en Saquitos Mezcla de Hierbas Digestivas Cachamai 50 Un","2041.30","2126.35"
23280,"Saborizador Champignones Hongos Sobre Alicante 4 Un","1219.00","1219.00"
23281,"Alfajor de Arroz Mousse Vainilla y Baño de Frutilla Vauquita 28 Gr","1010.00","1010.00"
23282,"Salsa Humo Liquido La Parmesana 180 Gr","2056.00","2292.00"
23283,"Papas Fritas Jamon Serrano Slices 250 Gr","3900.00","3900.00"
23284,"Cereal Bolitas Chococolate Smams 150 Gr","2185.00","2185.00"
23285,"Durazno en Mitades con Stevia Vigente 820 Gr","2495.04","2599.00"
23286,"Yerba Mate Compuesta con Hierbas Serranas Verdeflor 1 Kg","3709.00","3709.00"
23287,"Salsa Filetto Lista Cica 340 Gr","820.00","863.00"
23288,"Aceite Rocio Vegetal Sabor Manteca en Aerosol Lira 120 Gr","2880.00","3000.00"
23289,"Maiz Amarillo Molido La Española 500 Gr","527.04","549.00"
23290,"Pastillas Free Strong Halls 20 Gr","695.00","715.00"
23291,"Sal Gruesa Dos Estrellas 1 Kg","999.00","1049.00"
23292,"Chips Saborizados Queso Pack Familiar Gallo Snack 150 Gr","2599.00","2599.00"
23293,"Tableta de Chocolate con Mani Nestle 90 Gr","2229.00","2899.00"
23294,"Yerba Mate Premium Amanda 500 Gr","2779.00","2779.00"
23295,"Pastillas Menta sin Azucar Pastillero Menthoplus 30 Gr","2520.00","2520.00"
23296,"Galletitas Hojaldre Triangulitos Soriano 150 Gr","1365.00","1365.00"
23297,"Caramelos Duros Sabor Durazno Menthoplus 26.6 Gr","767.00","799.00"
23298,"Salsa Mostaza con Miel Dos Anclas 400 Gr","4050.00","4089.00"
23299,"Suplemento Proteinico Liquido Vainilla Fortisip 200 Ml","8295.00","8295.00"
23300,"Cubanitos La Amistad 150 Gr","1029.00","1029.00"
23301,"Mix Frutos Secos Cervecero Pote Finca Blanca 200 Gr","2690.00","2690.00"
23302,"Aritos de Cereales con Miel Granix 130 Gr","921.00","959.00"
23303,"Yerba Mate con Cierre Zipper Rosamonte 250 Gr","2600.00","2700.00"
23304,"Galletitas de Chocolate Chocolinas 262 Gr","1151.00","1199.00"
23305,"Fideos Secos Chifferi Rigati Bonalma 500 Gr","2879.04","2999.00"
23306,"Cafe Instantaneo Tostado Frasco La Virginia 170 Gr","8387.00","9099.00"
23307,"Cafe en Capsulas Cortado Carrefour 16 Un","11990.00","11990.00"
23308,"Pimenton Seleccionado en Sobre Reina Mora 25 Gr","474.77","494.55"
23309,"Cintitas Jamon Tostex 125 Gr","911.00","949.00"
23310,"Galletitas Dulces con Avena y Chips Sabores de la Vida Gaona 186 Gr","1450.00","1450.00"
23311,"Mejillones en Aceite Gomes Da Costa 1 Un","4300.00","4449.00"
23312,"Polvo para Preparar Especialidades Lemonies Exquisita 425 Gr","2822.40","2940.00"
23313,"Aceite de Oliva Extra Virgen Mediterraneo Oliovita 500 Ml","12239.04","13659.00"
23314,"Condimento para Arroz 50 Gr","770.00","770.00"
23315,"Aceite Mezcla Girasol y Maiz Siglo de Oro 900 Cc","1439.04","1499.00"
23316,"Aceite Mezcla Cocinero 900 Cc","1569.00","1569.00"
23317,"Provenzal 50 Gr","1040.00","1040.00"
23318,"Tostadita Tosti Tosti 140 Gr","771.00","929.00"
23319,"Galletitas Rellenas Membrillo Terepin 300 Gr","1870.00","1870.00"
23320,"Tostaditas Clasicas Breviss 200 Gr","1570.00","1635.00"
23321,"Dulce de Leche con Crema La Cremeria 320 Gr","2612.00","2720.00"
23322,"Mani Frito Salado Doypack King 350 Gr","3129.00","3999.00"
23323,"Alfajor Chocolate Blanco con Dulce de Leche Bandeja Alfa Pampa 6 Un","2627.00","2999.00"
23324,"Chips Remolacha y Batata sin TACC Raices 80 Gr","1249.00","1339.00"
23325,"Cafe Cappuccino Moka Doypack La Plata 115 Gr","2575.00","3494.40"
23326,"Pasa de Uva Morocha Pasablanca 150 Gr","1390.00","1390.00"
23327,"Galletitas Avena y Cacao Molino Natural Okebon 240 Gr","1339.00","1409.00"
23328,"Salsa Honey Mustard Original Aleluya 180 Gr","1809.56","1884.96"
23329,"Pastillas de Goma Moritas Yummy 30 Gr","678.00","678.00"
23330,"Vinagre de Alcohol Marolio 1 Lt","996.00","1037.00"
23331,"Cafe en Capsulas Intenso Lungo Cafe Martinez Caja 10 Un","7530.00","7843.00"
23332,"Pure de Papas Chef Maggi 100 Gr","1631.00","1699.00"
23333,"Budin Limon y Naranja Artesanal con Baño de Azucar 280 Gr","4790.00","4790.00"
23334,"Pure de Papas Carrefour 200 Gr","2490.00","2490.00"
23335,"Azucar Bajas Calorias Chango 500 Gr","1679.04","1749.00"
23336,"Condimento para Pizza Reina Mora 25 Gr","520.61","542.30"
23337,"Tostadas sin Sal Tosti 140 Gr","929.00","929.00"
23338,"Coquitos 180 Gr","5445.00","5445.00"
23339,"Polenta Premium La Española 1 Kg","1055.04","1099.00"
23340,"Chocolate Leche y Mani Arcor 25 Gr","920.00","920.00"
23341,"Lentejas Secas Remojadas Tarragona 340 Gr","968.64","1009.00"
23342,"Fideos Fusilli 34 Semola Paese 500 Gr","6528.00","6800.00"
23343,"Saborizador para Pescados Dos Anclas 25 Gr","662.00","750.00"
23344,"Nachos sabor Queso Doritos 200 Gr","5329.00","5329.00"
23345,"Polvo para Preparar Bizcochuelo Vainilla Caja Godet 480 Gr","2495.00","2599.00"
23346,"Mani Salado Frito Croppers 800 Gr","9908.99","9909.00"
23347,"Calamares en Aceite Marbella 170 Gr","1919.04","1999.00"
23348,"Suplemento Nutricional en Polvo sin Sabor Boost Powder 740 Gr","47800.00","47800.00"
23349,"Mani sabor Panceta Croppers 85 Gr","919.00","922.49"
23350,"Aceitunas Verdes Clasicas Castell Pou 170 Gr","1023.57","1066.22"
23351,"Bocadito Menta Bañado Chocolate Bonafide 18 Gr","968.00","968.00"
23352,"Cafe en Capsulas Au Lait NesCafe Dolce Gusto 16 Un 160 Gr","16249.00","16899.00"
23353,"Anillos de Miel Smams 150 Gr","2529.00","2529.00"
23354,"Te en Saquitos English Breakfast Ensobrados Green Hills 20 Un","2404.41","2504.59"
23355,"Galletitas de Avena Coco y Chips Sabores De La Vida Gaona 100 Gr","880.00","880.00"
23356,"Yerba Mate Seleccion Especial Rosamonte 1 Kg","4415.04","4599.00"
23357,"Te en Saquitos Ensobrados Manzanilla Silvestre Taragui 25 Un","1226.88","1278.00"
23358,"Aceite de Girasol Natura 3 Lt","5856.00","6100.00"
23359,"Pan de Panchos 6 Un","1390.00","1390.00"
23360,"Edulcorante Liquido con Sucralosa Sucaryl 180 Ml","4238.00","4238.00"
23361,"Polvo Bizcochuelo Chocolate sin TACC Carrefour 480 Gr","6190.00","6190.00"
23362,"Mix de Semillas 100 Gr","890.00","890.00"
23363,"Mani con Chocolate Misky 100 Gr","4490.00","4490.00"
23364,"Torta con Chips de Chocolate 8 Vitaminas en Polvo Exquisita 540 Gr","3953.28","4118.00"
23365,"Suplemento Nutricional Chocolate Ensure Plus 220 Ml","10156.00","10156.00"
23366,"Comprimidos Vainilla Pediasure 400 Gr","31272.50","31272.50"
23367,"Barra de Arroz con Baño de Chocolate Chocobar Gallo Snacks 20 Gr","865.00","890.00"
23368,"Tableta de Chocolate con Leche Georgalos 25 Gr","595.00","595.00"
23369,"Perejil Deshidratado 50 Gr","960.00","960.00"
23370,"Bocadito de Chocolate Cabsha 48 Un","21273.00","21273.00"
23371,"Copos de Maiz Azucarados Zucaritas 490 Gr","3535.00","3535.00"
23372,"Galletitas Surtidas Turimar 350 Gr","1359.00","1359.00"
23373,"Caramelos Masticables Sabor Anana Sugus 19.8 Gr","510.00","510.00"
23374,"Pan Para Hamburquesa Maxi con Sesa Mimago 4 Un","2199.00","2199.00"
23375,"Dulce de Membrillo La Gioconda 700 Gr","7885.00","7885.00"
23376,"Mayonesa Heinz Light Dp 200 Gr","1250.00","1250.00"
23377,"Tostadas sin TACC Clasicas Carrefour 130 Gr","6290.00","6290.00"
23378,"Aceite Girasol Plus Cocinero 900 Ml","2069.00","2169.00"
23379,"Mermelada Durazno Noel 454 Gr","2193.29","2284.68"
23380,"Pasta Mani Natural Entre Nuts 380 Gr","3729.00","4100.00"
23381,"Suplemento Nutricional Vainilla Polvo Advance Ensure 400 Gr","43001.50","43001.50"
23382,"Arroz Organico Largo Fino 00000 Dos Hermanos 500 Gr","3050.00","3050.00"
23383,"Alfajor con Baño de Chocolate Blanco Guaymallen 38 Gr","374.00","389.00"
23384,"Dulce de Almendra Colonial Felices Las Vacas 200 Gr","2335.00","2335.00"
23385,"Galletitas Crunchips Color Gaona 185 Gr","1570.00","1570.00"
23386,"Te Verde en Saquitos Cereza y Frambuesa Saint Gottard 36 Gr","3775.00","4530.00"
23387,"Chicle Doublemint 50 Gr","3330.00","3330.00"
23388,"Nuez Moscada Reina Mora 2 Un","1095.60","1141.25"
23389,"Barras de Cereales con Durazno Carrefour 6 Un","2950.00","2950.00"
23390,"Galletitas Pepas Bañadas con Chocolate Trio Trichoc 300 Gr","1439.00","1499.00"
23391,"Suplemento Nutricional en Polvo sin Sabor Boost Powder 370 Gr","25398.00","25398.00"
23392,"Cafe Tostado Molido Blonde Starbucks 250 Gr","19590.00","19590.00"
23393,"Granola Canela Doypack Natural Candy 200 Gr","3000.00","3000.00"
23394,"Mate Cocido Vitamina A y Zinc Saquitos Ensobrados Taragui 60 Gr 20 Un","1899.00","1903.00"
23395,"Galletitas Minitapitas Soriano 200 Gr","1995.00","1995.00"
23396,"Bocaditos de Cereales Rellenos de Avena Granix 180 Gr","1603.00","1669.00"
23397,"Te en Saquitos Silvestre Ensueños Taragui 25 Un","1504.40","1567.08"
23398,"Cafe en Capsulas Forte Caja Macchiato 50 Gr","9650.00","9650.00"
23399,"Pate de Foie de Pollo Swift 85 Gr","1489.73","1551.80"
23400,"Pulpa de Tomate Suave Brick Arcor 520 Gr","660.55","688.07"
23401,"Palmitos Enteros Carrefour 800 Gr","6990.00","6990.00"
23402,"Merengue Mediano de Colores La Amistad 100 Gr","1770.00","1770.00"
23403,"Jugo de Limon Cuarto Creciente 500 Cc","2990.00","2990.00"
23404,"Aderezo para Ensaladas Coleslaw Pet Tau 310 Gr","3197.00","3199.00"
23405,"Mix de Frutas 150 Gr","2660.00","2700.00"
23406,"Pulpa de Tomate Tetrabrik Salsati La Campagnola 520 Gr","800.00","805.00"
23407,"Galletitas de Vainilla con Gotitas de Chocolate Aglu 180 Gr","1650.00","1650.00"
23408,"Pastillas de Goma Fruta Misky 1 Kg","9599.00","9999.00"
23409,"Tallarin Casero La Bianca 500 Gr","1332.82","1332.82"
23410,"Chocolate Feeling Fel Fort 20 Gr","840.00","840.00"
23411,"Alfajor Dulce de Leche Ser 47 Gr","160.00","165.00"
23412,"Fideos Fusilli Integral Pureza 500 Gr","2450.88","2553.00"
23413,"Caballa al Natural Lata Carrefour 380 Gr","2590.00","2590.00"
23414,"Huevo de Chocolate Rocklets 28 Gr","1560.00","1560.00"
23415,"Mani Repelado Tostado y Salado 500 Gr","3999.00","4279.00"
23416,"Arvejas Partidas Don Vitto 400 Gr","1085.00","1085.00"
23417,"Fideos Cinta Nido al Huevo N1 308 500 Gr","2095.00","2095.40"
23418,"Salsa Chimichurri Picante La Parmesana 300 Gr","2215.00","2215.00"
23419,"Cafe Instantaneo Suave Especial La Virginia 50 Gr","2025.00","2025.00"
23420,"Aceite Mezcla Cocinero 1.5 Lt","2294.40","2390.00"
23421,"Tabletas de Chocolate Con Leche Carrefour 80 Gr","1690.00","1690.00"
23422,"Cafe en Capsula Pike Place Roast Starbucks 10 Un","11731.00","12220.00"
23423,"Galletitas Sandwich Nogali 300 Gr","955.00","955.00"
23424,"Caramelos Pico Dulce Lheritier 450 Gr","5590.00","7575.00"
23425,"Fusilli Bronzo Delverde 500 Gr","5376.00","5600.00"
23426,"Pepitas Artesanales Membrillo 200 Gr","2490.00","2490.00"
23427,"Granas Rosas La Parmesana 50 Gr","469.00","599.00"
23428,"Suplemento Nutricional Vainilla en Polvo Ensure 400 Gr","39062.00","39062.00"
23429,"Mini Budin Dulce de Leche 9 de Oro 215 Gr","1919.00","1999.00"
23430,"Alfajor de Maicena Felices Las Vacas 60 Gr","905.00","905.00"
23431,"Provenzal Reina Mora 25 Gr","488.68","509.04"
23432,"Mani Repelado Tostado y Salado El Mercado 500 Gr","3690.00","3690.00"
23433,"Galletitas Oreo 36 Un 118 Gr","1123.00","1169.00"
23434,"Chocolate en Taza Carrefour 100 Gr","1790.00","1790.00"
23435,"Cebada Intantanea Intensa Doypack El Pocillo 100 Gr","2800.00","2800.00"
23436,"Gelatina Frambuesa Exquisita 40 Gr","899.00","936.00"
23437,"Cacao en Polvo Carrefour Classic 800 Gr","4390.00","4390.00"
23438,"Chicles Strong 6.7 Gr","339.00","412.00"
23439,"Malvaviscos Trenza Gongys 200 Gr","2399.00","2499.00"
23440,"Suplemento Dietario Vainilla en Polvo Ensure 1.2 Kg","99569.50","99569.50"
23441,"Premezcla Pizza sin TACC Carrefour 500 Gr","3990.00","3990.00"
23442,"Galletitas de Salvado Hogareñas Tripack Arcor 600 Gr","2399.00","2499.00"
23443,"Polenta La Española 500 Gr","479.04","499.00"
23444,"Mix de Frutas Secas con Nuez 100 Gr","1690.00","1690.00"
23445,"Galletitas Sabor Vainilla Vainitas 152 Gr","469.80","489.24"
23446,"Polvo para Preparar Postre Dulce de Leche Royal 75 Gr","1080.00","1125.00"
23447,"Semilla de Girasol Pelado Tostado 100 Gr","690.00","690.00"
23448,"Galletitas Dulces Rellenas Sabor Banana 9 de Oro 120 Gr","1104.00","1231.00"
23449,"Medallones de Durazno Granero 200 Gr","3490.00","3490.00"
23450,"Galletas Avena y Pasas Molino Natural 232 Gr","1319.00","1369.00"
23654,"Granola Integra 350 Gr","6999.00","7002.99"
23451,"Caballa en Aceite y Agua La Campagnola 300 Gr","1389.96","1448.28"
23452,"Premezcla Bizcochuelo con Chips Aguila 450 Gr","2975.00","3099.00"
23453,"Sopa Arroz con Pollo Alicante 63 Gr","1379.00","1379.00"
23454,"Galletitas Sandwich Carrefour Pack 3 330 Gr","1130.00","1130.00"
23455,"Mayonesa Doypack Natura 950 Gr","3532.00","3679.00"
23456,"Aceite de Oliva en Lata Cañuelas 500 Cc","13085.35","13630.57"
23457,"Suplemento Dietario Sabor Vainilla Boost 200 Ml","7786.00","7786.00"
23458,"Aceite de Oliva Mediterraneo Oliovita 500 Ml","12479.04","16169.00"
23459,"Batatas Fritas Terra Slices 65 Gr","1019.00","1019.00"
23460,"Galletitas Rellenas con Vainilla Tripack Carrefour 291 Gr","1990.00","1990.00"
23461,"Anana en Rodajas en Lata Carrefour 227 Gr","1990.00","1990.00"
23462,"Sal Fina Light en Estuche Dos Anclas 500 Gr","3763.00","3919.00"
23463,"Cafe Instantaneo Suave Doypack La Planta de Cafe 160 Gr","4421.00","4605.00"
23464,"Dulce de Arandano con Chia Patagonia Berries 352 Gr","2804.76","2920.32"
23465,"Gelatina Frutilla Light Exquisita 25 Gr","898.56","936.00"
23466,"Perejil Deshidratado Reina Mora 25 Gr","550.31","573.24"
23467,"Cafe Tostado Molido Brasil Medio Paquete Cafe Martinez 330 Gr","14719.00","14719.00"
23468,"Alfajores de Chocolate Deubel 12 Un","4299.00","4299.00"
23469,"Edulcorante Liquido Forte Zucra Hileret 200 Ml","1232.28","1284.12"
23470,"Salsa de Soja sin Sodio La Parmesana 300 Cc","2690.00","2999.00"
23471,"Pure de Papas Finas Hierbas Carrefour 100 Gr","1990.00","1990.00"
23472,"Galletitas Avena con Semillas Dr Cormillot 160 Gr","767.00","1079.00"
23473,"Mermelada Diet de Frutilla Emeth 420 Gr","1300.00","1950.00"
23474,"Miel Cremosa Pampa de Oro 250 Gr","3404.69","3546.55"
23475,"Vitalmix Ensalada El Mercado 250 Gr","3000.00","3000.00"
23476,"Mix Power 300 Gr","4899.00","4899.00"
